7.64,2.34,0,41,0,74,1986
7.86,2.08,0,42,0,74,1987
7.84,2.53,0,43,0,74,1988
7.58,2.54,4,48,0,75,1979
7.56,2.53,3,49,0,75,1980
7.59,2.57,2,50,0,75,1981
7.6,2.58,2,51,0,75,1982
7.16,2.74,2,51,0,75,1983
7.39,2.32,1,53,0,75,1984
7.81,2.15,1,54,0,75,1985
5.17,2.34,1,55,0,75,1986
7.72,2.02,0,56,0,75,1987
7.58,2.21,0,57,0,75,1988
7.52,2.82,1,34,0,76,1979
7.5,2.96,1,35,0,76,1980
7.5,2.95,1,36,0,76,1981
7.5,2.96,2,37,0,76,1982
7.49,3,2,38,0,76,1983
7.49,3.09,2,39,0,76,1984
7.5,3.11,2,40,0,76,1985
7.6,2.72,2,41,0,76,1986
7.78,2.91,2,42,0,76,1987
7.68,3.06,2,43,0,76,1988
7.61,2.71,0,30,0,77,1979
7.66,2.77,0,31,0,77,1980
7.61,2.79,1,32,0,77,1981
7.58,2.79,1,33,0,77,1982
7.59,2.8,1,34,0,77,1983
7.56,2.76,2,35,0,77,1984
7.58,2.9,2,36,0,77,1985
7.57,2.94,2,37,0,77,1986
7.6,2.91,2,38,0,77,1987
7.58,2.97,2,39,0,77,1988
7.68,2.72,2,33,0,78,1979
7.74,2.74,2,34,0,78,1980
7.64,2.64,2,35,0,78,1981
7.67,2.82,2,36,0,78,1982
7.66,2.72,2,37,0,78,1983
7.64,2.79,2,38,0,78,1984
7.59,2.82,2,39,0,78,1985
7.6,2.84,2,40,0,78,1986
7.6,2.86,2,41,0,78,1987
7.66,2.82,2,42,0,78,1988
7.47,2.6,2,34,1,79,1979
7.5,2.69,2,35,0,79,1980
7.5,2.64,2,36,1,79,1981
7.48,2.65,2,37,1,79,1982
7.48,2.64,2,38,0,79,1983
7.42,2.67,2,39,1,79,1984
7.38,2.64,2,40,0,79,1985
7.33,2.6,2,41,0,79,1986
7.37,2.58,2,42,0,79,1987
7.4,2.67,2,43,0,79,1988
7.69,2.73,1,38,0,80,1979
7.65,2.74,1,39,0,80,1980
7.71,2.58,1,40,0,80,1981
7.83,2.76,1,41,0,80,1982
7.65,2.78,0,42,0,80,1983
7.92,2.78,0,43,0,80,1984
7.94,2.65,0,44,0,80,1985
7.89,2.78,0,45,0,80,1986
7.72,2.77,0,46,0,80,1987
7.83,2.75,0,47,0,80,1988
7.57,1.94,0,24,0,81,1979
7.59,1.97,0,25,0,81,1980
7.58,1.84,0,26,0,81,1981
7.61,1.98,0,27,0,81,1982
7.56,2.01,0,28,0,81,1983
7.55,2.05,1,29,1,81,1984
7.58,2.01,1,30,0,81,1985
7.59,2.04,1,31,1,81,1986
7.59,2.04,1,32,1,81,1987
6.03,2.08,1,33,1,81,1988
6.9,2.09,2,44,0,82,1979
7.82,2.09,2,45,0,82,1980
7.65,2.17,2,46,0,82,1981
7.58,2.09,2,47,0,82,1982
7.59,2.04,2,48,0,82,1983
7.56,1.99,2,49,0,82,1984
7.4,1.98,2,50,0,82,1985
7.57,2.09,1,51,0,82,1986
7.58,2.06,1,52,0,82,1987
7.59,1.98,1,53,0,82,1988
7.73,1.88,3,29,0,83,1979
7.6,1.86,3,30,0,83,1980
7.99,1.88,4,31,0,83,1981
7.99,1.89,4,32,0,83,1982
7.73,1.88,4,33,0,83,1983
7.79,1.96,4,34,0,83,1984
7.77,1.89,4,35,0,83,1985
7.6,1.92,4,36,1,83,1986
7.66,1.91,4,37,0,83,1987
7.62,1.75,4,38,0,83,1988
7.74,2.37,3,36,0,84,1979
7.8,2.16,3,36,0,84,1980
7.82,2.2,3,37,0,84,1981
7.67,2.31,4,37,0,84,1982
7.74,2.12,4,39,0,84,1983
7.72,2.13,4,40,0,84,1984
7.71,2.26,3,41,0,84,1985
7.76,2.11,3,42,0,84,1986
7.82,1.99,3,43,0,84,1987
7.82,2.01,3,44,0,84,1988
7.67,1.97,2,41,1,85,1979
7.47,2.34,2,42,0,85,1980
7.68,2.23,2,43,0,85,1981
7.63,2.32,2,44,0,85,1982
7.64,2.38,2,45,1,85,1983
7.58,2.4,1,46,1,85,1984
7.55,2.43,1,47,0,85,1985
7.93,2.42,1,48,1,85,1986
7.67,2.48,0,49,0,85,1987
7.57,2.54,0,50,0,85,1988
7.6,2,1,45,0,86,1979
7.6,2.06,0,46,0,86,1980
7.6,2.04,0,47,0,86,1981
7.61,1.97,0,48,0,86,1982
7.54,2.03,0,49,0,86,1983
7.6,1.94,0,50,0,86,1984
7.54,2.01,0,51,0,86,1985
7.6,1.99,0,52,0,86,1986
7.6,2.32,0,53,0,86,1987
7.62,2.1,0,54,0,86,1988
7.89,1.98,1,31,0,87,1979
7.67,2.03,2,31,0,87,1980
7.45,1.89,2,31,0,87,1981
7.4,1.93,2,32,0,87,1982
7.64,1.95,2,35,0,87,1983
7.52,1.93,2,36,0,87,1984
7.54,1.94,2,37,0,87,1985
8.05,2.02,2,38,0,87,1986
7.58,1.99,2,39,0,87,1987
7.91,2.08,1,40,0,87,1988
7.77,3.01,4,30,0,88,1979
7.82,2.91,4,31,0,88,1980
7.82,2.72,4,32,0,88,1981
7.71,2.91,4,33,0,88,1982
7.75,2.72,4,34,0,88,1983
7.82,2.56,4,35,0,88,1984
7.8,2.75,4,36,0,88,1985
7.82,2.67,4,37,0,88,1986
7.84,3.04,3,38,0,88,1987
7.96,2.96,2,39,0,88,1988
7.51,2.8,1,43,0,89,1979
7.68,2.79,1,44,0,89,1980
7.6,2.67,1,45,0,89,1981
7.51,2.71,0,46,0,89,1982
7.66,2.75,0,47,0,89,1983
7.56,2.74,0,48,0,89,1984
7.66,2.77,0,49,1,89,1985
7.58,2.77,0,50,0,89,1986
7.74,2.93,0,51,0,89,1987
7.57,2.77,0,52,0,89,1988
7.64,2.78,2,33,0,90,1979
7.51,2.79,2,34,0,90,1980
7.35,2.75,2,35,0,90,1981
7.39,2.76,2,36,0,90,1982
6.8,2.64,2,37,0,90,1983
8.01,2.63,2,37,0,90,1984
7.93,2.58,2,39,0,90,1985
7.95,2.64,2,40,0,90,1986
7.65,2.59,1,41,0,90,1987
8.13,2.49,1,42,0,90,1988
7.8,2.47,2,45,0,91,1979
7.72,2.55,2,46,1,91,1980
7.82,2.64,2,47,0,91,1981
7.92,2.6,2,49,1,91,1982
7.84,2.68,2,49,0,91,1983
7.81,2.71,2,50,1,91,1984
7.8,2.75,2,51,1,91,1985
7.81,2.71,1,52,0,91,1986
7.83,2.75,1,53,1,91,1987
7.87,2.64,0,54,0,91,1988
7.56,2.65,1,30,0,92,1979
7.56,2.7,1,31,0,92,1980
7.54,2.89,1,32,0,92,1981
7.6,2.92,1,33,0,92,1982
7.83,2.64,1,34,0,92,1983
7.87,2.74,1,35,0,92,1984
8.02,2.75,2,36,0,92,1985
7.75,2.98,2,36,0,92,1986
7.61,3.18,2,38,0,92,1987
7.29,3.18,2,39,0,92,1988
7.64,2.3,2,32,0,93,1979
7.77,2.49,2,33,0,93,1980
7.75,2.42,2,34,0,93,1981
7.47,2.39,2,35,0,93,1982
7.57,2.39,2,36,0,93,1983
7.81,2.63,2,37,0,93,1984
7.72,2.64,2,38,0,93,1985
7.52,2.6,2,39,0,93,1986
7.68,2.42,2,40,0,93,1987
7.57,2.53,2,41,0,93,1988
7.74,2.54,0,34,0,94,1979
7.82,2.55,0,35,0,94,1980
7.7,2.69,0,36,0,94,1981
7.63,2.74,0,37,0,94,1982
7.59,2.8,0,38,1,94,1983
7.63,2.71,0,39,0,94,1984
7.63,2.88,0,40,0,94,1985
7.66,2.88,0,41,0,94,1986
7.58,2.77,0,42,1,94,1987
7.77,3.07,0,43,0,94,1988
7.82,2.68,2,32,0,95,1979
7.82,2.69,2,32,0,95,1980
7.47,2.74,2,33,0,95,1981
7.48,2.82,2,34,0,95,1982
7.23,2.62,2,35,0,95,1983
6.88,2.63,2,37,0,95,1984
7.21,2.19,2,37,0,95,1985
6.77,2.27,2,38,0,95,1986
7.41,2.73,1,39,1,95,1987
7.57,2.71,1,40,0,95,1988
7.51,2.73,2,31,0,96,1979
7.74,2.79,2,32,0,96,1980
6.54,2.23,2,33,0,96,1981
7.58,2.35,2,34,0,96,1982
7.7,2.46,2,35,0,96,1983
7.76,2.5,2,36,0,96,1984
7.77,2.51,2,37,0,96,1985
7.74,2.47,2,38,0,96,1986
7.74,2.5,2,39,0,96,1987
7.8,2.52,2,40,0,96,1988
7.6,1.74,2,30,0,97,1979
7.58,1.82,2,31,0,97,1980
7.62,1.81,2,32,0,97,1981
7.61,1.79,2,33,0,97,1982
7.59,1.81,2,34,0,97,1983
7.58,1.76,2,35,0,97,1984
7.6,1.74,2,36,0,97,1985
7.59,1.86,2,37,0,97,1986
7.58,1.91,2,38,0,97,1987
7.59,1.87,2,39,0,97,1988
7.62,2.11,5,28,0,98,1979
7.62,1.62,5,28,0,98,1980
7.6,1.74,5,29,0,98,1981
7.8,1.76,5,30,0,98,1982
7.72,1.68,5,32,0,98,1983
7.71,1.68,5,32,0,98,1984
7.63,1.71,5,34,0,98,1985
7.61,1.67,5,35,0,98,1986
7.58,1.69,4,35,0,98,1987
7.55,1.65,3,36,0,98,1988
7.5,2.87,1,37,0,99,1979
7.55,2.93,1,38,0,99,1980
7.45,2.89,1,39,0,99,1981
7.45,2.81,1,40,0,99,1982
7.59,2.9,1,41,0,99,1983
7.47,2.95,1,42,0,99,1984
7.55,2.7,1,43,0,99,1985
7.58,2.67,1,44,0,99,1986
7.42,2.92,1,45,0,99,1987
7.37,3.03,1,46,0,99,1988
7.62,2.31,2,32,0,100,1979
7.66,2.31,2,33,0,100,1980
7.63,2.21,2,34,1,100,1981
7.63,2.2,2,35,0,100,1982
7.41,2.18,2,36,0,100,1983
7.62,2.23,2,37,0,100,1984
7.62,2.25,2,38,0,100,1985
7.62,2.27,2,39,0,100,1986
7.62,2.34,2,40,0,100,1987
7.6,2.4,2,41,0,100,1988
7.93,2.02,1,28,0,101,1979
7.93,1.93,2,29,0,101,1980
7.92,1.97,2,31,0,101,1981
7.93,2.09,2,31,0,101,1982
7.62,2.32,2,32,0,101,1983
7.59,2.29,2,33,0,101,1984
7.6,2.34,2,34,0,101,1985
7.62,2.38,2,35,0,101,1986
7.62,2.4,2,36,0,101,1987
7.6,2.45,2,37,0,101,1988
7.59,2.82,1,45,0,102,1979
7.58,2.83,1,46,0,102,1980
7.58,2.88,1,47,0,102,1981
7.56,2.83,1,48,0,102,1982
7.61,2.86,1,49,0,102,1983
7.55,2.86,1,50,0,102,1984
7.66,3.15,1,51,0,102,1985
7.69,3.1,1,52,0,102,1986
7.85,2.77,1,53,0,102,1987
7.73,3.15,0,54,0,102,1988
7.56,2.64,1,44,0,103,1979
7.55,2.6,1,45,0,103,1980
7.36,2.67,1,46,0,103,1981
7.61,2.63,1,47,0,103,1982
7.58,2.69,1,48,0,103,1983
7.6,2.56,1,48,0,103,1984
7.58,2.62,1,50,0,103,1985
7.6,2.54,1,51,0,103,1986
7.6,2.59,1,52,0,103,1987
7.62,2.55,1,53,0,103,1988
7.8,3.41,2,42,0,104,1979
7.86,3.04,1,44,0,104,1980
7.9,3.27,0,44,0,104,1981
7.81,3.57,0,45,0,104,1982
7.93,3.28,0,46,0,104,1983
7.9,3.37,0,47,0,104,1984
7.81,3.55,0,48,0,104,1985
7.91,3.1,0,49,0,104,1986
7.93,3.61,0,50,0,104,1987
7.92,3.62,0,51,0,104,1988
6.75,2.78,0,30,0,105,1979
7.59,2.95,1,31,0,105,1980
7.69,3.11,1,32,0,105,1981
7.65,3.05,1,33,0,105,1982
7.65,3.22,2,34,0,105,1983
7.68,3.19,2,34,0,105,1984
7.9,2.93,2,36,0,105,1985
7.59,3.29,2,37,0,105,1986
7.55,3.2,2,38,0,105,1987
7.62,3.36,2,39,0,105,1988
7.71,2.69,1,30,0,106,1979
7.69,2.55,2,31,0,106,1980
7.8,2.48,2,32,0,106,1981
7.76,2.42,2,33,0,106,1982
7.7,2.45,2,34,0,106,1983
7.73,2.37,2,35,0,106,1984
7.79,2.39,2,36,0,106,1985
7.67,2.32,2,37,0,106,1986
7.5,2.34,2,39,0,106,1987
7.88,2.44,2,39,0,106,1988
8.54,3.23,2,46,0,107,1979
7.89,3.21,2,47,0,107,1980
8.31,2.98,2,48,0,107,1981
8.24,3.04,2,49,0,107,1982
7.69,3.37,2,50,0,107,1983
7.76,3.41,1,51,1,107,1984
7.8,3.33,1,52,0,107,1985
8.02,3.29,1,53,0,107,1986
8.02,3.08,1,54,0,107,1987
7.86,3.36,0,55,0,107,1988
7.63,2.11,2,30,0,108,1979
7.61,2.23,2,30,0,108,1980
7.56,2.04,2,32,0,108,1981
7.59,2.16,2,33,0,108,1982
7.6,2.21,2,34,0,108,1983
7.62,2.45,2,35,0,108,1984
7.6,2.63,2,37,0,108,1985
7.6,2.57,2,37,0,108,1986
7.58,2.64,2,39,0,108,1987
7.58,2.56,2,40,0,108,1988
7.85,3.02,0,46,0,109,1979
7.68,3.07,0,47,0,109,1980
7.56,3.03,0,47,0,109,1981
7.61,3.02,0,48,0,109,1982
7.64,2.97,0,49,0,109,1983
7.7,2.89,0,50,0,109,1984
7,2.85,0,52,0,109,1985
7.3,2.79,0,52,0,109,1986
7.6,2.79,0,53,0,109,1987
7.58,2.76,0,54,0,109,1988
7.82,3.03,2,39,0,110,1979
7.68,3.21,2,40,0,110,1980
7.78,3.25,2,41,0,110,1981
7.65,3.24,2,42,0,110,1982
7.63,3.29,2,43,0,110,1983
7.99,2.94,2,44,0,110,1984
7.91,3.29,2,45,0,110,1985
7.63,3.35,2,46,0,110,1986
7.6,3.47,2,47,0,110,1987
7.69,3.25,1,48,0,110,1988
6.96,3.12,1,38,0,111,1979
7.19,3.27,1,38,0,111,1980
7.06,3.74,1,39,0,111,1981
7.67,3.06,2,40,0,111,1982
7.89,3.12,2,42,0,111,1983
7.54,3.55,2,42,0,111,1984
7.5,3.48,2,43,0,111,1985
7.34,3.89,2,44,0,111,1986
7.44,3.45,2,45,0,111,1987
7.59,3.36,2,46,0,111,1988
6.88,3.61,0,27,0,112,1979
6.09,1.69,0,28,0,112,1980
6.36,3.15,0,29,0,112,1981
6.52,2.84,0,30,0,112,1982
6.4,2.34,1,31,0,112,1983
6.98,2.29,1,32,0,112,1984
7.08,2.65,1,33,0,112,1985
6.97,2.62,2,34,0,112,1986
6.92,2.64,2,35,0,112,1987
7.27,2.73,2,36,0,112,1988
7.58,2.96,4,41,0,113,1979
7.6,2.91,4,43,0,113,1980
7.82,2.86,3,43,0,113,1981
7.53,2.95,3,44,0,113,1982
7.59,2.87,2,45,0,113,1983
7.65,2.84,2,46,0,113,1984
7.55,2.82,2,47,0,113,1985
7.8,2.8,1,48,0,113,1986
7.58,2.83,0,49,0,113,1987
7.57,2.76,2,51,0,113,1988
7.22,2.05,0,26,0,114,1979
7.66,2.27,0,27,0,114,1980
7.85,2.28,0,28,0,114,1981
7.68,2.41,0,29,0,114,1982
7.88,2.3,0,30,0,114,1983
7.86,2.28,0,31,0,114,1984
8.02,2.2,0,32,0,114,1985
7.95,2.25,1,33,1,114,1986
7.9,2.01,1,34,1,114,1987
7.94,2.04,2,35,1,114,1988
8.01,2.18,2,28,0,115,1979
8.16,2.19,2,28,0,115,1980
7.89,2.6,2,30,0,115,1981
7.9,2.27,2,30,0,115,1982
8,2.11,2,31,0,115,1983
8,2.12,2,32,0,115,1984
7.96,2.08,2,33,0,115,1985
8.08,2.34,2,34,0,115,1986
8.02,2.2,1,35,0,115,1987
7.73,2.23,1,36,0,115,1988
7.92,2.57,1,28,0,116,1979
7.72,2.96,1,29,0,116,1980
7.63,3.02,1,30,0,116,1981
7.62,2.46,1,31,0,116,1982
7.5,1.87,1,32,0,116,1983
7.68,2.25,1,33,0,116,1984
7.61,2.73,1,34,0,116,1985
7.72,2.91,2,35,0,116,1986
7.71,2.67,3,36,0,116,1987
7.59,2.55,3,37,0,116,1988
7.68,2.86,3,35,0,117,1979
7.65,2.84,3,36,0,117,1980
7.57,2.87,3,36,0,117,1981
7.61,2.71,3,38,0,117,1982
7.56,2.66,3,39,0,117,1983
7.62,2.91,2,40,0,117,1984
7.79,2.83,2,41,0,117,1985
7.58,2.83,2,42,0,117,1986
7.7,2.78,2,43,0,117,1987
7.7,2.77,2,44,0,117,1988
7.55,2.69,1,46,0,118,1979
7.46,2.69,1,47,0,118,1980
7.46,2.65,1,48,0,118,1981
7.59,2.65,0,49,0,118,1982
7.47,2.59,0,50,0,118,1983
7.57,2.54,0,51,0,118,1984
7.66,2.55,0,52,0,118,1985
7.51,2.55,0,53,0,118,1986
7.82,2.51,0,54,0,118,1987
7.71,2.51,0,55,0,118,1988
7.81,4.15,3,41,0,119,1979
8.05,3.74,3,42,0,119,1980
7.92,3.85,3,43,0,119,1981
7.82,4.18,2,44,0,119,1982
7.98,3.86,1,45,0,119,1983
7.82,4.06,1,46,0,119,1984
8.01,3.84,1,47,0,119,1985
8.03,3.91,0,48,0,119,1986
7.9,4.03,0,49,0,119,1987
7.93,4.37,0,50,0,119,1988
7.16,2.33,1,23,0,120,1979
8.08,2.45,1,25,0,120,1980
7.67,2.64,1,25,0,120,1981
7.86,2.61,1,26,0,120,1982
7.88,2.68,1,27,0,120,1983
7.84,2.73,1,28,0,120,1984
7.89,1.9,1,29,0,120,1985
7.77,2.55,1,30,0,120,1986
7.8,2.75,1,31,0,120,1987
7.72,2.68,1,32,0,120,1988
7.8,2.82,1,35,0,121,1979
7.72,2.6,1,36,0,121,1980
7.82,2.6,1,37,0,121,1981
7.8,2.55,1,38,0,121,1982
7.89,2.72,1,39,0,121,1983
7.89,2.56,1,40,0,121,1984
7.82,2.75,0,41,0,121,1985
7.8,2.78,0,42,1,121,1986
7.79,2.87,0,43,0,121,1987
7.82,2.42,0,44,0,121,1988
7.61,2.35,2,24,0,122,1979
7.56,2.34,2,25,0,122,1980
7.67,2.36,2,26,0,122,1981
7.56,2.38,2,27,0,122,1982
7.54,2.36,2,28,0,122,1983
7.58,2.37,2,30,0,122,1984
7.55,2.55,2,31,0,122,1985
7.48,2.49,2,32,0,122,1986
7.6,2.56,2,32,0,122,1987
7.68,2.45,2,33,0,122,1988
7.55,2.32,0,25,0,123,1979
7.64,2.31,0,26,0,123,1980
7.88,2.28,0,27,0,123,1981
7.78,2.62,0,28,0,123,1982
7.9,2.34,0,29,0,123,1983
7.59,2.37,0,30,0,123,1984
7.76,2.75,1,31,0,123,1985
7.6,2.72,1,32,0,123,1986
7.91,2.75,1,33,0,123,1987
7.83,2.53,1,34,0,123,1988
7.98,2.89,3,35,0,124,1979
7.91,2.76,3,37,0,124,1980
7.72,2.74,3,37,0,124,1981
7.8,2.65,2,39,0,124,1982
7.86,2.68,0,40,0,124,1983
7.74,2.79,0,41,0,124,1984
7.56,2.67,0,42,0,124,1985
7.68,2.67,0,43,0,124,1986
7.8,2.79,0,44,0,124,1987
7.62,2.75,0,45,0,124,1988
7.63,1.9,1,32,0,125,1979
7.97,1.94,1,32,0,125,1980
7.8,1.88,1,33,0,125,1981
7.57,1.8,1,35,0,125,1982
7.5,1.71,1,36,1,125,1983
7.14,1.87,1,36,1,125,1984
7.66,1.85,1,37,0,125,1985
7.36,1.8,1,38,1,125,1986
7.47,1.82,1,40,1,125,1987
7.59,1.81,1,41,1,125,1988
7.71,2.81,2,44,0,126,1979
7.69,2.76,2,45,0,126,1980
7.68,2.67,2,46,0,126,1981
7.7,2.68,2,47,0,126,1982
7.68,2.75,1,48,0,126,1983
7.7,2.79,0,49,0,126,1984
7.54,2.89,0,50,0,126,1985
7.68,2.6,0,51,0,126,1986
7.68,2.7,0,52,0,126,1987
7.68,2.46,0,53,0,126,1988
7.56,2.64,2,42,0,127,1979
7.56,2.76,2,43,0,127,1980
7.56,2.69,2,44,0,127,1981
7.35,3.08,1,45,0,127,1982
7.45,2.35,1,46,0,127,1983
5.48,1.43,1,47,0,127,1984
7.51,1.5,1,48,0,127,1985
7.64,1.6,1,49,0,127,1986
7.66,1.68,1,50,0,127,1987
7.64,1.69,1,51,0,127,1988
7.71,2.42,1,35,0,128,1979
7.7,2.45,1,36,0,128,1980
7.68,2.52,1,37,0,128,1981
7.68,2.56,1,38,0,128,1982
7.44,2.6,1,39,0,128,1983
7.56,2.63,1,40,0,128,1984
7.56,2.59,0,42,0,128,1985
7.56,2.58,0,42,0,128,1986
7.56,2.58,0,43,0,128,1987
7.52,2.55,0,44,0,128,1988
8.11,2.39,3,48,0,129,1979
7.95,2.38,1,49,0,129,1980
7.67,2.39,1,50,0,129,1981
7.58,2.41,1,51,0,129,1982
6.96,2.36,1,52,0,129,1983
6.96,2.57,0,53,0,129,1984
7.43,2.57,0,54,0,129,1985
7.9,2.63,0,55,0,129,1986
8.01,2.7,0,56,0,129,1987
7.92,2.52,0,57,1,129,1988
7.77,2.77,0,23,0,130,1979
5.54,2.81,1,24,0,130,1980
7.86,2.59,2,24,0,130,1981
7.84,2.53,2,25,0,130,1982
7.65,2.72,2,27,0,130,1983
7.85,2.82,2,27,0,130,1984
7.88,2.63,2,29,0,130,1985
7.82,2.67,2,29,0,130,1986
7.81,2.64,2,30,0,130,1987
8.01,2.57,2,32,0,130,1988
7.64,2.82,2,35,0,131,1979
7.63,2.88,2,36,0,131,1980
7.63,2.27,2,37,0,131,1981
7.63,2.26,2,38,0,131,1982
7.65,2.72,2,39,0,131,1983
7.64,2.75,2,40,0,131,1984
7.74,2.68,2,41,0,131,1985
7.8,2.52,2,42,0,131,1986
7.7,2.86,2,43,0,131,1987
7.59,2.71,2,44,0,131,1988
7.78,1.94,1,22,0,132,1979
7.65,2.01,1,23,0,132,1980
7.66,2.09,1,24,0,132,1981
6.68,2.83,2,25,0,132,1982
6.89,1.99,2,26,0,132,1983
7.78,2.28,4,27,0,132,1984
7.81,2.28,4,28,0,132,1985
7.88,2.3,4,29,0,132,1986
7.8,2.4,4,30,0,132,1987
7.96,2.04,4,31,0,132,1988
7.78,2.82,1,36,0,133,1979
7.75,2.94,1,34,0,133,1980
7.74,2.76,1,38,0,133,1981
7.66,2.96,1,39,0,133,1982
7.79,2.71,1,40,0,133,1983
7.79,2.92,1,41,0,133,1984
7.76,2.72,1,42,0,133,1985
7.8,2.9,1,43,0,133,1986
7.8,2.77,1,44,0,133,1987
7.8,2.48,1,45,0,133,1988
7.59,2.62,2,37,0,134,1979
7.59,2.61,2,38,0,134,1980
7.56,2.64,2,39,0,134,1981
7.53,2.59,2,40,0,134,1982
7.51,2.61,2,41,0,134,1983
7.52,2.66,1,42,0,134,1984
7.53,2.66,1,43,0,134,1985
7.53,2.66,1,44,0,134,1986
7.52,2.65,1,45,0,134,1987
7.54,2.63,1,46,0,134,1988
7.56,2.88,0,43,0,135,1979
7.56,2.88,0,44,0,135,1980
7.58,2.88,0,45,0,135,1981
7.59,2.93,0,46,0,135,1982
7.57,2.87,0,47,0,135,1983
7.54,2.96,0,48,0,135,1984
7.54,3,0,49,0,135,1985
7.52,3.02,0,50,0,135,1986
7.56,3.04,0,51,0,135,1987
7.57,3.04,0,52,0,135,1988
7.8,2.9,3,44,0,136,1979
7.76,2.79,3,45,0,136,1980
7.67,2.75,2,46,0,136,1981
7.6,2.9,2,47,0,136,1982
7.69,2.37,2,48,0,136,1983
7.7,2.79,2,50,0,136,1984
7.7,2.86,1,51,0,136,1985
7.7,2.75,1,52,0,136,1986
7.7,2.8,1,52,0,136,1987
7.69,2.71,1,53,0,136,1988
7.6,2.66,2,22,0,137,1979
7.58,2.66,2,23,0,137,1980
7.6,2.56,2,24,0,137,1981
7.6,2.59,2,25,0,137,1982
6.47,2.63,2,26,0,137,1983
7.66,2.59,2,27,0,137,1984
7.61,2.55,2,28,0,137,1985
7.59,2.47,2,29,0,137,1986
7.61,2.44,2,30,0,137,1987
7.65,2.3,2,31,0,137,1988
7.62,2.72,1,22,0,138,1979
7.6,2.59,2,23,0,138,1980
7.61,2.7,2,24,0,138,1981
7.57,2.68,2,25,0,138,1982
7.62,2.58,3,26,0,138,1983
7.65,2.63,2,27,0,138,1984
7.65,2.57,2,28,0,138,1985
7.71,2.61,2,29,0,138,1986
7.69,2.53,2,30,0,138,1987
7.7,2.75,3,31,0,138,1988
8.17,2.77,0,30,0,139,1979
8.14,2.92,1,31,0,139,1980
8.14,2.48,1,32,0,139,1981
7.9,2.64,1,34,0,139,1982
7.9,2.94,1,34,0,139,1983
8.01,2.51,1,35,0,139,1984
8.23,2.46,2,36,0,139,1985
7.99,2.41,2,37,0,139,1986
8.4,2.02,2,38,0,139,1987
8.08,3.24,2,39,0,139,1988
8.06,2.37,2,34,0,140,1979
8.1,2.4,2,35,0,140,1980
7.62,2.73,2,36,0,140,1981
7.74,2.86,2,37,0,140,1982
7.64,2.82,2,38,0,140,1983
7.73,2.82,1,39,0,140,1984
7.72,2.86,1,40,0,140,1985
7.87,2.79,1,41,0,140,1986
7.84,2.82,0,42,0,140,1987
7.86,2.78,0,43,0,140,1988
7.67,2.03,2,39,0,141,1979
7.65,2.15,1,40,0,141,1980
7.7,2.17,1,41,0,141,1981
7.7,2.15,1,42,0,141,1982
7.68,2.16,0,42,0,141,1983
7.62,2.17,0,44,0,141,1984
7.6,2.18,0,45,0,141,1985
7.57,2.19,0,46,0,141,1986
7.56,2.19,0,47,0,141,1987
7.62,2.18,0,48,0,141,1988
7.58,2.54,0,28,1,142,1979
7.81,2.6,0,29,0,142,1980
7.79,2.48,1,30,0,142,1981
7.7,2.82,1,31,1,142,1982
7.8,2.78,1,32,1,142,1983
7.89,2.61,1,33,1,142,1984
8.05,2.82,1,35,0,142,1985
7.69,2.77,1,36,1,142,1986
7.83,2.64,2,36,1,142,1987
7.78,2.68,2,38,1,142,1988
7.66,2.82,3,36,0,143,1979
7.91,2.84,3,37,0,143,1980
7.64,2.79,3,38,0,143,1981
7.66,2.8,3,39,0,143,1982
7.58,2.76,3,40,0,143,1983
7.58,2.79,3,41,0,143,1984
7.55,2.78,3,42,0,143,1985
7.62,2.8,3,43,0,143,1986
7.01,2.71,3,44,1,143,1987
7.56,2.76,3,45,1,143,1988
7.77,2.6,1,30,0,144,1979
7.6,2.46,1,32,0,144,1980
8.01,2.44,1,32,1,144,1981
7.69,2.55,2,33,0,144,1982
7.67,2.5,2,34,0,144,1983
7.69,2.24,2,35,0,144,1984
7.64,2.28,2,37,0,144,1985
7.62,2.09,2,38,0,144,1986
7.67,2.06,2,39,1,144,1987
7.63,2.2,2,40,0,144,1988
7.62,2.48,1,30,0,145,1979
7.6,2.48,1,31,0,145,1980
7.37,2.56,1,32,0,145,1981
7.4,2.45,1,33,0,145,1982
7.43,2.54,1,34,0,145,1983
7.7,2.51,1,35,0,145,1984
7.72,2.53,1,36,0,145,1985
7.63,2.53,1,37,0,145,1986
7.62,2.46,1,38,1,145,1987
7.61,2.4,1,39,0,145,1988
7.8,3.41,1,44,0,146,1979
7.8,2.74,1,45,0,146,1980
7.8,2.84,1,46,0,146,1981
7.8,3.04,1,47,0,146,1982
7.9,3.37,1,48,0,146,1983
7.76,3.37,0,49,0,146,1984
7.8,3.62,0,50,0,146,1985
7.7,3.62,0,51,0,146,1986
7.82,3.4,0,52,0,146,1987
7.97,3.65,0,53,0,146,1988
7.57,2.61,1,47,1,147,1979
7.61,2.66,0,47,1,147,1980
7.64,2.69,0,48,1,147,1981
7.61,2.64,0,49,1,147,1982
7.52,2.64,0,50,1,147,1983
7.5,2.72,0,51,1,147,1984
7.65,2.75,0,53,1,147,1985
7.44,2.67,0,53,1,147,1986
7.49,2.71,0,54,1,147,1987
7.52,2.7,0,55,1,147,1988
7.73,2.92,2,33,0,148,1979
7.75,2.83,2,34,0,148,1980
7.7,2.93,2,35,0,148,1981
7.85,2.86,2,36,0,148,1982
